,N/L,Flow,Pat,R_a
108,1.86,0.691934,1,9
109,1.87,0.696874,1,9
110,1.88,0.698152,1,9
111,1.89,0.699456,1,9
112,1.9,0.707426,1,9
113,1.91,0.707322,1,9
114,1.92,0.709808,1,9
115,1.93,0.712298,1,9
116,1.94,0.715818,1,9
117,1.95,0.718994,1,9
118,1.96,0.72357,1,9
119,1.97,0.726782,1,9
120,1.98,0.7307,1,9
121,1.99,0.73314,1,9
122,2.0,0.735698,1,9
123,2.01,0.739298,1,9
124,2.02,0.743914,1,9
125,2.03,0.744814,1,9
126,2.04,0.74784,1,9
127,2.05,0.750956,1,9
128,2.06,0.754154,1,9
129,2.07,0.75818,1,9
130,2.08,0.762132,1,9
131,2.09,0.76398,1,9
132,2.1,0.76801,1,9
133,2.11,0.77073,1,9
134,2.12,0.774916,1,9
135,2.13,0.775684,1,9
136,2.14,0.78059,1,9
137,2.15,0.781924,1,9
138,2.16,0.786362,1,9
139,2.17,0.789188,1,9
140,2.18,0.791228,1,9
141,2.19,0.794822,1,9
142,2.2,0.796736,1,9
143,2.21,0.800738,1,9
144,2.22,0.80506,1,9
145,2.23,0.807548,1,9
146,2.24,0.810622,1,9
147,2.25,0.813112,1,9
148,2.26,0.816126,1,9
149,2.27,0.818732,1,9
150,2.28,0.82245,1,9
151,2.29,0.82599,1,9
152,2.3,0.82841,1,9
153,1.8,0.671836,1,9
154,1.81,0.67444,1,9
155,1.82,0.680114,1,9
156,1.83,0.682088,1,9
157,1.84,0.685956,1,9
158,1.85,0.6875,1,9
159,1.86,0.691194,1,9
160,1.87,0.693714,1,9
161,1.88,0.698024,1,9
162,1.89,0.700854,1,9
163,1.9,0.704918,1,9
164,1.91,0.709902,1,9
165,1.92,0.70885,1,9
166,1.93,0.7133,1,9
167,1.94,0.716512,1,9
168,1.95,0.719028,1,9
169,1.96,0.721336,1,9
170,1.97,0.72593,1,9
171,1.98,0.730366,1,9
172,1.99,0.731412,1,9
173,2.0,0.734122,1,9
174,2.01,0.737926,1,9
175,2.02,0.740672,1,9
176,2.03,0.745278,1,9
177,2.04,0.747378,1,9
178,2.05,0.751542,1,9
179,2.06,0.756554,1,9
180,2.07,0.75804,1,9
181,2.08,0.760544,1,9
182,2.09,0.764002,1,9
183,2.1,0.766744,1,9
184,2.11,0.770136,1,9
185,2.12,0.77341,1,9
186,2.13,0.776446,1,9
187,2.14,0.779754,1,9
188,2.15,0.7822,1,9
189,2.16,0.785768,1,9
190,2.17,0.788328,1,9
191,2.18,0.791952,1,9
192,2.19,0.79708,1,9
193,2.2,0.797852,1,9
194,2.21,0.80062,1,9
195,2.22,0.803538,1,9
196,2.23,0.807182,1,9
197,2.24,0.80915,1,9
198,2.25,0.811388,1,9
199,2.26,0.814524,1,9
200,2.27,0.817772,1,9
201,2.28,0.82343,1,9
202,2.29,0.824604,1,9
203,2.3,0.82918,1,9
204,1.8,0.67046,1,9
205,1.81,0.676918,1,9
206,1.82,0.67827,1,9
207,1.83,0.68264,1,9
208,1.84,0.684672,1,9
209,1.85,0.688198,1,9
210,1.86,0.690526,1,9
211,1.87,0.694346,1,9
212,1.88,0.699036,1,9
213,1.89,0.699602,1,9
214,1.9,0.703958,1,9
215,1.91,0.706684,1,9
216,1.92,0.709564,1,9
217,1.93,0.713912,1,9
218,1.94,0.716384,1,9
219,1.95,0.718372,1,9
220,1.96,0.724604,1,9
221,1.97,0.725216,1,9
222,1.98,0.72966,1,9
223,1.99,0.732716,1,9
224,2.0,0.73669,1,9
225,2.01,0.739102,1,9
226,2.02,0.743898,1,9
227,2.03,0.745284,1,9
228,2.04,0.749206,1,9
229,2.05,0.752058,1,9
230,2.06,0.753784,1,9
231,2.07,0.758124,1,9
232,2.08,0.759566,1,9
233,2.09,0.76583,1,9
234,2.1,0.768514,1,9
235,2.11,0.769402,1,9
236,2.12,0.773514,1,9
237,2.13,0.776808,1,9
238,2.14,0.779724,1,9
239,2.15,0.783322,1,9
240,2.16,0.785306,1,9
241,2.17,0.787854,1,9
242,2.18,0.790644,1,9
243,2.19,0.793318,1,9
244,2.2,0.798414,1,9
245,2.21,0.800672,1,9
246,2.22,0.803642,1,9
247,2.23,0.808496,1,9
248,2.24,0.809044,1,9
249,2.25,0.812698,1,9
250,2.26,0.813866,1,9
251,2.27,0.81906,1,9
252,2.28,0.823764,1,9
253,2.29,0.826408,1,9
254,2.3,0.828976,1,9
255,1.8,0.671744,1,9
256,1.81,0.674654,1,9
257,1.82,0.678444,1,9
258,1.83,0.682306,1,9
259,1.84,0.68448,1,9
260,1.85,0.687756,1,9
261,1.86,0.690556,1,9
262,1.87,0.694778,1,9
263,1.88,0.698362,1,9
264,1.89,0.701332,1,9
265,1.9,0.70438,1,9
266,1.91,0.708818,1,9
267,1.92,0.71066,1,9
268,1.93,0.713616,1,9
269,1.94,0.717274,1,9
270,1.95,0.719342,1,9
271,1.96,0.72297,1,9
272,1.97,0.726228,1,9
273,1.98,0.731888,1,9
274,1.99,0.73307,1,9
275,2.0,0.735876,1,9
276,2.01,0.737084,1,9
277,2.02,0.741814,1,9
278,2.03,0.74675,1,9
279,2.04,0.7477,1,9
280,2.05,0.752156,1,9
281,2.06,0.755046,1,9
282,2.07,0.758642,1,9
283,2.08,0.76132,1,9
284,2.09,0.764936,1,9
285,2.1,0.766982,1,9
286,2.11,0.771366,1,9
287,2.12,0.774774,1,9
288,2.13,0.776564,1,9
289,2.14,0.781614,1,9
290,2.15,0.783186,1,9
291,2.16,0.78654,1,9
292,2.17,0.788398,1,9
293,2.18,0.792172,1,9
294,2.19,0.794706,1,9
295,2.2,0.79799,1,9
296,2.21,0.801518,1,9
297,2.22,0.804066,1,9
298,2.23,0.805788,1,9
299,2.24,0.810236,1,9
300,2.25,0.813598,1,9
301,2.26,0.81832,1,9
302,2.27,0.82012,1,9
303,2.28,0.823262,1,9
304,2.29,0.825288,1,9
305,2.3,0.828688,1,9
306,1.8,0.671828,1,9
307,1.81,0.676638,1,9
308,1.82,0.678398,1,9
309,1.83,0.67954,1,9
310,1.84,0.684714,1,9
311,1.85,0.688194,1,9
312,1.86,0.690626,1,9
313,1.87,0.694736,1,9
314,1.88,0.698528,1,9
315,1.89,0.700194,1,9
316,1.9,0.703138,1,9
317,1.91,0.706254,1,9
318,1.92,0.710942,1,9
319,1.93,0.713286,1,9
320,1.94,0.718112,1,9
321,1.95,0.719662,1,9
322,1.96,0.72306,1,9
323,1.97,0.725774,1,9
324,1.98,0.730474,1,9
325,1.99,0.731952,1,9
326,2.0,0.734814,1,9
327,2.01,0.738422,1,9
328,2.02,0.739676,1,9
329,2.03,0.744956,1,9
330,2.04,0.748702,1,9
331,2.05,0.753386,1,9
332,2.06,0.753486,1,9
333,2.07,0.75769,1,9
334,2.08,0.762068,1,9
335,2.09,0.764198,1,9
336,2.1,0.767962,1,9
337,2.11,0.76887,1,9
338,2.12,0.773086,1,9
339,2.13,0.778192,1,9
340,2.14,0.77896,1,9
341,2.15,0.782636,1,9
342,2.16,0.786564,1,9
343,2.17,0.788152,1,9
344,2.18,0.791866,1,9
345,2.19,0.794592,1,9
346,2.2,0.798482,1,9
347,2.21,0.801808,1,9
348,2.22,0.803988,1,9
349,2.23,0.808616,1,9
350,2.24,0.809282,1,9
351,2.25,0.812784,1,9
352,2.26,0.816364,1,9
353,2.27,0.819392,1,9
354,2.28,0.821138,1,9
355,2.29,0.825682,1,9
356,2.3,0.828684,1,9
357,1.8,0.671826,1,9
358,1.81,0.676842,1,9
359,1.82,0.677208,1,9
360,1.83,0.681586,1,9
361,1.84,0.685534,1,9
362,1.85,0.688028,1,9
363,1.86,0.692446,1,9
364,1.87,0.693004,1,9
365,1.88,0.696724,1,9
366,1.89,0.702686,1,9
367,1.9,0.704434,1,9
368,1.91,0.707042,1,9
369,1.92,0.709964,1,9
370,1.93,0.713754,1,9
371,1.94,0.717456,1,9
372,1.95,0.720504,1,9
373,1.96,0.723168,1,9
374,1.97,0.727324,1,9
375,1.98,0.72923,1,9
376,1.99,0.73368,1,9
377,2.0,0.734574,1,9
378,2.01,0.74033,1,9
379,2.02,0.74371,1,9
380,2.03,0.745032,1,9
381,2.04,0.74915,1,9
382,2.05,0.752426,1,9
383,2.06,0.755408,1,9
384,2.07,0.758644,1,9
385,2.08,0.761004,1,9
386,2.09,0.763886,1,9
387,2.1,0.765816,1,9
388,2.11,0.769358,1,9
389,2.12,0.773278,1,9
390,2.13,0.777152,1,9
391,2.14,0.779728,1,9
392,2.15,0.78259,1,9
393,2.16,0.784966,1,9
394,2.17,0.788782,1,9
395,2.18,0.79271,1,9
396,2.19,0.794114,1,9
397,2.2,0.798294,1,9
398,2.21,0.80163,1,9
399,2.22,0.80432,1,9
400,2.23,0.806642,1,9
401,2.24,0.810086,1,9
402,2.25,0.814146,1,9
403,2.26,0.814732,1,9
404,2.27,0.817734,1,9
405,2.28,0.823408,1,9
406,2.29,0.825942,1,9
407,2.3,0.827222,1,9
408,1.8,0.671162,1,9
409,1.81,0.676118,1,9
410,1.82,0.676888,1,9
411,1.83,0.6825,1,9
412,1.84,0.685664,1,9
413,1.85,0.685848,1,9
414,1.86,0.689944,1,9
415,1.87,0.694622,1,9
416,1.88,0.696216,1,9
417,1.89,0.698566,1,9
418,1.9,0.70255,1,9
419,1.91,0.708328,1,9
420,1.92,0.70971,1,9
421,1.93,0.713416,1,9
422,1.94,0.716754,1,9
423,1.95,0.719132,1,9
424,1.96,0.722226,1,9
425,1.97,0.726982,1,9
426,1.98,0.729908,1,9
427,1.99,0.73325,1,9
428,2.0,0.737036,1,9
429,2.01,0.739878,1,9
430,2.02,0.743454,1,9
431,2.03,0.746126,1,9
432,2.04,0.748044,1,9
433,2.05,0.749884,1,9
434,2.06,0.753666,1,9
435,2.07,0.757292,1,9
436,2.08,0.76022,1,9
437,2.09,0.763748,1,9
438,2.1,0.768044,1,9
439,2.11,0.768444,1,9
440,2.12,0.77275,1,9
441,2.13,0.775942,1,9
442,2.14,0.780234,1,9
443,2.15,0.782474,1,9
444,2.16,0.785044,1,9
445,2.17,0.788364,1,9
446,2.18,0.791824,1,9
447,2.19,0.795272,1,9
448,2.2,0.799866,1,9
449,2.21,0.802516,1,9
450,2.22,0.805148,1,9
451,2.23,0.809052,1,9
452,2.24,0.810724,1,9
453,2.25,0.814028,1,9
454,2.26,0.817028,1,9
455,2.27,0.817818,1,9
456,2.28,0.822748,1,9
457,2.29,0.82308,1,9
458,2.3,0.82952,1,9
459,1.8,0.673376,1,9
460,1.81,0.676394,1,9
461,1.82,0.677776,1,9
462,1.83,0.680876,1,9
463,1.84,0.684628,1,9
464,1.85,0.68756,1,9
465,1.86,0.68909,1,9
466,1.87,0.692846,1,9
467,1.88,0.697112,1,9
468,1.89,0.700544,1,9
469,1.9,0.70349,1,9
470,1.91,0.706792,1,9
471,1.92,0.710742,1,9
472,1.93,0.714768,1,9
473,1.94,0.717048,1,9
474,1.95,0.719572,1,9
475,1.96,0.723766,1,9
476,1.97,0.726338,1,9
477,1.98,0.729918,1,9
478,1.99,0.730978,1,9
479,2.0,0.734844,1,9
480,2.01,0.739668,1,9
481,2.02,0.741028,1,9
482,2.03,0.743816,1,9
483,2.04,0.747286,1,9
484,2.05,0.753158,1,9
485,2.06,0.754596,1,9
486,2.07,0.758826,1,9
487,2.08,0.76048,1,9
488,2.09,0.763144,1,9
489,2.1,0.766354,1,9
490,2.11,0.769636,1,9
491,2.12,0.774122,1,9
492,2.13,0.777342,1,9
493,2.14,0.778704,1,9
494,2.15,0.783586,1,9
495,2.16,0.785844,1,9
496,2.17,0.789866,1,9
497,2.18,0.790922,1,9
498,2.19,0.795456,1,9
499,2.2,0.798472,1,9
500,2.21,0.80155,1,9
501,2.22,0.80305,1,9
502,2.23,0.806436,1,9
503,2.24,0.81049,1,9
504,2.25,0.813814,1,9
505,2.26,0.817452,1,9
506,2.27,0.819328,1,9
507,2.28,0.82255,1,9
508,2.29,0.827012,1,9
509,2.3,0.828188,1,9
