,N,L,Max,Pat,R_A
1014,60,100,0.299632,1,4
1015,60,100,0.299714,1,5
1016,60,100,0.299694,1,6
1017,60,100,0.299676,1,7
1018,60,100,0.299644,1,8
1019,60,100,0.269246,1,9
1020,90,100,0.44955,1,0
1021,90,100,0.449596,1,1
1022,90,100,0.44959,1,2
1023,90,100,0.449682,1,3
1024,90,100,0.449464,1,4
1025,90,100,0.449498,1,5
1026,90,100,0.44943,1,6
1027,90,100,0.449418,1,7
1028,90,100,0.449312,1,8
1029,90,100,0.372392,1,9
1030,120,100,0.599334,1,0
1031,120,100,0.599372,1,1
1032,120,100,0.599356,1,2
1033,120,100,0.599602,1,3
1034,120,100,0.59917,1,4
1035,120,100,0.599306,1,5
1036,120,100,0.599064,1,6
1037,120,100,0.599054,1,7
1038,120,100,0.598978,1,8
1039,120,100,0.47712,1,9
1040,150,100,0.747724,1,0
1041,150,100,0.748764,1,1
1042,150,100,0.749066,1,2
1043,150,100,0.749086,1,3
1044,150,100,0.74909,1,4
1045,150,100,0.748762,1,5
1046,150,100,0.748512,1,6
1047,150,100,0.748476,1,7
1048,150,100,0.604658,1,8
1049,150,100,0.578402,1,9
1050,180,100,0.856858,1,0
1051,180,100,0.897372,1,1
1052,180,100,0.897676,1,2
1053,180,100,0.89817,1,3
1054,180,100,0.89724,1,4
1055,180,100,0.896744,1,5
1056,180,100,0.84318,1,6
1057,180,100,0.89567,1,7
1058,180,100,0.723318,1,8
1059,180,100,0.6738,1,9
1060,210,100,0.91781,1,0
1061,210,100,0.995528,1,1
1062,210,100,0.996218,1,2
1063,210,100,0.995766,1,3
1064,210,100,0.840434,1,4
1065,210,100,0.818816,1,5
1066,210,100,0.81529,1,6
1067,210,100,0.797878,1,7
1068,210,100,0.784818,1,8
1069,210,100,0.768206,1,9
1070,240,100,0.997586,1,0
1071,240,100,0.948088,1,1
1072,240,100,0.91157,1,2
1073,240,100,0.894472,1,3
1074,240,100,0.878932,1,4
1075,240,100,0.868416,1,5
1076,240,100,0.866612,1,6
1077,240,100,0.866192,1,7
1078,240,100,0.857032,1,8
1079,240,100,0.858646,1,9
1080,270,100,0.982888,1,0
1081,270,100,0.960492,1,1
1082,270,100,0.946104,1,2
1083,270,100,0.932578,1,3
1084,270,100,0.9217,1,4
1085,270,100,0.914794,1,5
1086,270,100,0.915044,1,6
1087,270,100,0.914928,1,7
1088,270,100,0.920634,1,8
1089,270,100,0.922896,1,9
1090,300,100,0.99916,1,0
1091,300,100,0.979984,1,1
1092,300,100,0.96891,1,2
1093,300,100,0.968842,1,3
1094,300,100,0.961812,1,4
1095,300,100,0.958424,1,5
1096,300,100,0.956814,1,6
1097,300,100,0.9565,1,7
1098,300,100,0.952266,1,8
1099,300,100,0.955574,1,9
