,N,L,Flow,Pat,r_a,speed
225,210,100,0.92644,1,3,0.41138267701228753
226,210,100,0.964848,1,3,0.0
227,210,100,0.856752,1,3,0.1304088706983337
228,210,100,0.928346,1,3,0.2653593445492661
229,210,100,0.96905,1,3,0.15913840725943204
230,210,100,0.8597,1,3,0.14717283725259295
231,210,100,0.929314,1,3,0.2612132874490292
232,210,100,0.85683,1,3,0.1268996330516985
233,210,100,0.855112,1,3,0.1321502708614191
234,210,100,0.968978,1,3,0.15906672026762042
235,210,100,0.856354,1,3,0.12670186714750492
236,210,100,0.859132,1,3,0.13163857664439105
237,210,100,0.854798,1,3,0.1391129862568301
238,210,100,0.963912,1,3,0.15902481969540744
239,210,100,0.854526,1,3,0.14006395017426557
240,210,100,0.85905,1,3,0.11507740388995952
241,210,100,0.859338,1,3,0.13326531377616313
242,210,100,0.85907,1,3,0.12398454033225524
243,210,100,0.864566,1,3,0.1310885427419884
244,210,100,0.993216,1,3,0.0
245,210,100,0.966344,1,3,0.15909749919932745
246,210,100,0.925864,1,3,0.22579269905752675
247,210,100,0.85626,1,3,0.14123568137780623
248,210,100,0.927702,1,3,0.2828689489893121
249,210,100,0.854824,1,3,0.1313748323099298
250,210,100,0.983526,1,3,0.0
251,210,100,0.856544,1,3,0.1257604369312293
252,210,100,0.966082,1,3,0.13718491450515183
253,210,100,0.930726,1,3,0.22566605286595204
254,210,100,0.85556,1,3,0.1296735572376078
255,210,100,0.858824,1,3,0.13362329080799604
256,210,100,0.853596,1,3,0.1235782147322376
257,210,100,0.969088,1,3,0.15910004889232848
258,210,100,0.857424,1,3,0.13491928552841517
259,210,100,0.854342,1,3,0.12978489257185977
260,210,100,0.857772,1,3,0.1413359091499895
261,210,100,0.856786,1,3,0.13934067716521512
262,210,100,0.854738,1,3,0.13427930833088278
263,210,100,0.85814,1,3,0.13696301718937398
264,210,100,0.854402,1,3,0.12405990310584232
265,210,100,0.860324,1,3,0.13445918576368138
266,210,100,0.85848,1,3,0.14106523666782012
267,210,100,0.857078,1,3,0.15218170377409188
268,210,100,0.970126,1,3,0.0
269,210,100,0.85377,1,3,0.13611614670175456
270,210,100,0.92598,1,3,0.24358451978032
271,210,100,0.858026,1,3,0.1373720945444225
272,210,100,0.859764,1,3,0.1300662371357839
273,210,100,0.995556,1,3,0.0
274,210,100,0.968006,1,3,0.1633411682054344
275,210,100,0.997278,1,3,0.0
276,210,100,0.858034,1,3,0.1352332167776296
277,210,100,0.852708,1,3,0.1280701542632075
278,210,100,0.926254,1,3,0.2257047518679909
279,210,100,0.854132,1,3,0.1261724023640666
280,210,100,0.853124,1,3,0.13745405272669844
281,210,100,0.926892,1,3,0.22577972977969954
282,210,100,0.927662,1,3,0.22581626566948568
283,210,100,0.858868,1,3,0.14535448063782153
284,210,100,0.853354,1,3,0.13219519692691978
285,210,100,0.863052,1,3,0.1279487248010152
286,210,100,0.997176,1,3,0.0
287,210,100,0.855804,1,3,0.13195285569415624
288,210,100,0.854908,1,3,0.13946131931221262
289,210,100,0.860092,1,3,0.1257584025230405
290,210,100,0.926334,1,3,0.2257111621523116
291,210,100,0.926068,1,3,0.22568188173729284
292,210,100,0.969166,1,3,0.1590092814223359
293,210,100,0.854454,1,3,0.14268468598711045
294,210,100,0.854696,1,3,0.134593071754008
295,210,100,0.995296,1,3,0.0
296,210,100,0.855424,1,3,0.13181853920702838
297,210,100,0.929402,1,3,0.22567767498218172
298,210,100,0.926846,1,3,0.22575977071802436
299,210,100,0.855098,1,3,0.137671176951119
300,210,100,0.973238,1,3,0.0
301,210,100,0.855636,1,3,0.12947453122519237
302,210,100,0.972252,1,3,0.13942578968018662
303,210,100,0.855246,1,3,0.13366203070641003
304,210,100,0.92608,1,3,0.22570335876538355
305,210,100,0.928614,1,3,0.2412688079409887
306,210,100,0.85524,1,3,0.12706928911468265
307,210,100,0.92713,1,3,0.22575491189673508
308,210,100,0.862716,1,3,0.11847446909162289
309,210,100,0.855572,1,3,0.13556631766819455
310,210,100,0.858954,1,3,0.11065741051191447
311,210,100,0.85511,1,3,0.14894331597930383
312,210,100,0.86027,1,3,0.12959164212198504
313,210,100,0.968204,1,3,0.15906199330956997
314,210,100,0.86599,1,3,0.10276465736092351
315,210,100,0.996964,1,3,0.0
316,210,100,0.995874,1,3,0.0
317,210,100,0.967486,1,3,0.1610706989153619
318,210,100,0.99363,1,3,0.09418068969197037
319,210,100,0.86674,1,3,0.11461572611339964
320,210,100,0.993218,1,3,0.08974732834599775
321,210,100,0.85374,1,3,0.14451545610838012
322,210,100,0.857226,1,3,0.1312819773815034
323,210,100,0.931622,1,3,0.19668072939557527
324,210,100,0.853952,1,3,0.13840856217822844
325,210,100,0.855912,1,3,0.13357014092650143
326,210,100,0.855164,1,3,0.13487154230713982
327,210,100,0.854582,1,3,0.13070373482796083
328,210,100,0.860628,1,3,0.13229296205934718
329,210,100,0.856158,1,3,0.13077155129251633
330,210,100,0.867054,1,3,0.13113599270000814
331,210,100,0.85765,1,3,0.12275206449322765
332,210,100,0.85683,1,3,0.13811567978406536
333,210,100,0.855424,1,3,0.1300161550959023
334,210,100,0.927666,1,3,0.22670237872050283
335,210,100,0.855014,1,3,0.13635389289134955
336,210,100,0.85542,1,3,0.13085823771515123
337,210,100,0.853192,1,3,0.13966019744847538
338,210,100,0.926098,1,3,0.22579467470270959
339,210,100,0.860054,1,3,0.1302745976395037
340,210,100,0.856292,1,3,0.13402235739194363
341,210,100,0.856236,1,3,0.13452645915746508
342,210,100,0.859162,1,3,0.13892686148379252
343,210,100,0.853776,1,3,0.14532578287850392
344,210,100,0.862822,1,3,0.13427454757693752
345,210,100,0.854072,1,3,0.1270992963388675
346,210,100,0.989066,1,3,0.0
347,210,100,0.865606,1,3,0.11450855481121823
348,210,100,0.857376,1,3,0.1285640878601574
349,210,100,0.853556,1,3,0.1267380972692401
350,210,100,0.969412,1,3,0.15904240693301064
351,210,100,0.859408,1,3,0.1412011761887754
352,210,100,0.856068,1,3,0.12991308841367785
353,210,100,0.857516,1,3,0.12190898250787302
354,210,100,0.855882,1,3,0.13393070955620498
355,210,100,0.993282,1,3,0.09202316405257319
356,210,100,0.863504,1,3,0.14044431966984516
357,210,100,0.857238,1,3,0.13208150068923885
358,210,100,0.86161,1,3,0.1336053541104807
359,210,100,0.859876,1,3,0.12995260772482575
360,210,100,0.860704,1,3,0.12832819467288717
361,210,100,0.986184,1,3,0.0
362,210,100,0.85838,1,3,0.13064706805248247
363,210,100,0.854256,1,3,0.120578292927421
364,210,100,0.961116,1,3,0.15902237568742705
365,210,100,0.968708,1,3,0.15905866709775707
366,210,100,0.983748,1,3,0.0
367,210,100,0.99743,1,3,0.0
368,210,100,0.853742,1,3,0.13327192160091614
369,210,100,0.927366,1,3,0.22571103745730045
370,210,100,0.859182,1,3,0.13789458558503104
371,210,100,0.855248,1,3,0.12553527329613387
372,210,100,0.968638,1,3,0.15905259839436633
373,210,100,0.854848,1,3,0.1269036494748453
374,210,100,0.859928,1,3,0.13214855478111046
375,210,100,0.854982,1,3,0.126564035914274
376,210,100,0.855588,1,3,0.12047554039391237
377,210,100,0.85422,1,3,0.13133549719964388
378,210,100,0.854584,1,3,0.13486168779620236
379,210,100,0.854036,1,3,0.1332689455358446
380,210,100,0.855258,1,3,0.13543288848309754
381,210,100,0.99421,1,3,0.07606603497881577
382,210,100,0.854082,1,3,0.13673756899281048
383,210,100,0.855538,1,3,0.13465533364490925
384,210,100,0.997416,1,3,0.0
385,210,100,0.85478,1,3,0.13365184130197189
386,210,100,0.970278,1,3,0.147313988103447
387,210,100,0.85424,1,3,0.13474020939692855
388,210,100,0.926838,1,3,0.22577811714445462
389,210,100,0.996992,1,3,0.0
390,210,100,0.957222,1,3,0.31578947368419463
391,210,100,0.993524,1,3,0.08826919905600794
392,210,100,0.854398,1,3,0.13546318610583744
393,210,100,0.865334,1,3,0.11453945682327842
394,210,100,0.858798,1,3,0.13620409160947647
395,210,100,0.997054,1,3,0.0
396,210,100,0.93149,1,3,0.21306882855919979
397,210,100,0.85455,1,3,0.12601063831198245
398,210,100,0.853362,1,3,0.11897995864413848
399,210,100,0.854494,1,3,0.13800636052519785
400,210,100,0.929238,1,3,0.22574323174833894
401,210,100,0.996002,1,3,0.0003331112591605596
402,210,100,0.863072,1,3,0.13284814526826316
403,210,100,0.926214,1,3,0.22572864797575243
404,210,100,0.856918,1,3,0.14018845951887435
405,210,100,0.984986,1,3,0.0
406,210,100,0.933942,1,3,0.2054847995187934
407,210,100,0.85332,1,3,0.13568760685374373
408,210,100,0.856716,1,3,0.13429152625955448
409,210,100,0.861578,1,3,0.08192890436903533
410,210,100,0.99364,1,3,0.07070954150640514
411,210,100,0.85505,1,3,0.13051753332777308
412,210,100,0.861996,1,3,0.10547883807851641
413,210,100,0.857932,1,3,0.13169715767052137
414,210,100,0.8529,1,3,0.1354005394081505
415,210,100,0.858216,1,3,0.15986598194684395
416,210,100,0.85306,1,3,0.1398706639932643
417,210,100,0.853258,1,3,0.1328874962109437
418,210,100,0.96603,1,3,0.15909164184365993
419,210,100,0.856686,1,3,0.16492877234134684
420,210,100,0.992432,1,3,0.08235304641497608
421,210,100,0.925686,1,3,0.22578620565535587
422,210,100,0.96878,1,3,0.1590905381246004
423,210,100,0.853908,1,3,0.13238936620682262
424,210,100,0.853122,1,3,0.1314789046508873
425,210,100,0.855604,1,3,0.13604558513611792
426,210,100,0.992312,1,3,0.07609551324233176
427,210,100,0.856548,1,3,0.1278786220587531
428,210,100,0.853716,1,3,0.13963395312296562
429,210,100,0.969266,1,3,0.1590323153008384
430,210,100,0.854344,1,3,0.13235772487891043
431,210,100,0.85404,1,3,0.13521517517581533
432,210,100,0.996302,1,3,0.0
433,210,100,0.858634,1,3,0.12905580003364076
434,210,100,0.995642,1,3,0.0
435,210,100,0.854286,1,3,0.137294456657252
436,210,100,0.85873,1,3,0.13975830150113003
437,210,100,0.928904,1,3,0.2711295431295202
438,210,100,0.854112,1,3,0.13012156452705062
439,210,100,0.973002,1,3,0.1372283349675839
440,210,100,0.938268,1,3,0.18419748603757494
441,210,100,0.85366,1,3,0.13401329681380067
442,210,100,0.861542,1,3,0.11746306426661624
443,210,100,0.967426,1,3,0.0
444,210,100,0.860386,1,3,0.13636320704224458
445,210,100,0.855564,1,3,0.1326648420518931
446,210,100,0.85407,1,3,0.13006929634159617
447,210,100,0.860044,1,3,0.13525533256376848
448,210,100,0.97209,1,3,0.13722583887260031
449,210,100,0.861818,1,3,0.142780158713494
450,210,100,0.855164,1,3,0.1297003980392001
451,210,100,0.92654,1,3,0.22583634847676173
452,210,100,0.858318,1,3,0.16297736014937123
453,210,100,0.928648,1,3,0.22573333100823523
454,210,100,0.860416,1,3,0.14443153223562696
455,210,100,0.967434,1,3,0.15904336427468524
456,210,100,0.968308,1,3,0.1590729324852799
457,210,100,0.852852,1,3,0.1268758598870469
458,210,100,0.85435,1,3,0.13037802511218
459,210,100,0.9621,1,3,0.15904135664008137
460,210,100,0.967842,1,3,0.1372566811511766
461,210,100,0.854142,1,3,0.13619084400386477
462,210,100,0.854546,1,3,0.1316507963946075
463,210,100,0.85585,1,3,0.12665781449454444
464,210,100,0.926974,1,3,0.22575395164032339
465,210,100,0.932302,1,3,0.20898418783021436
466,210,100,0.85468,1,3,0.13958560382344365
467,210,100,0.929098,1,3,0.22584260975023984
468,210,100,0.858058,1,3,0.12323615469966978
469,210,100,0.926532,1,3,0.2257395487743577
470,210,100,0.984252,1,3,0.0
471,210,100,0.931036,1,3,0.2258768180711671
472,210,100,0.853738,1,3,0.12623921194218019
473,210,100,0.862062,1,3,0.11370938258446343
474,210,100,0.853712,1,3,0.12352040389194824
475,210,100,0.930456,1,3,0.1970532601164179
476,210,100,0.854728,1,3,0.12868280029309398
477,210,100,0.92936,1,3,0.2276365077392838
478,210,100,0.854158,1,3,0.14302639938195078
479,210,100,0.856946,1,3,0.1553917023016973
480,210,100,0.857004,1,3,0.1347930430065111
481,210,100,0.856784,1,3,0.14568437543373738
482,210,100,0.925246,1,3,0.23250888024320676
483,210,100,0.930086,1,3,0.2258969230381437
484,210,100,0.994958,1,3,0.0
485,210,100,0.996048,1,3,0.0
486,210,100,0.993772,1,3,0.0
487,210,100,0.85733,1,3,0.11133614074116441
488,210,100,0.925404,1,3,0.2256016710835781
489,210,100,0.972348,1,3,0.13721484786934332
490,210,100,0.857222,1,3,0.12872781460604882
491,210,100,0.996922,1,3,0.0
492,210,100,0.853966,1,3,0.13994060579965414
493,210,100,0.85543,1,3,0.12987716788922002
494,210,100,0.854348,1,3,0.1321528948272977
495,210,100,0.862692,1,3,0.12895201876338508
496,210,100,0.968556,1,3,0.15913620778607565
497,210,100,0.991302,1,3,0.093978361138456
498,210,100,0.99263,1,3,0.08974801808847072
499,210,100,0.99067,1,3,0.08235930844922368
