,N/L,Flow,Pat,r_a
74,0.2,0.099918,1,7
75,0.3,0.149902,1,7
76,0.4,0.199854,1,7
77,0.5,0.249788,1,7
78,0.6,0.299702,1,7
79,0.7,0.349608,1,7
80,0.8,0.39955,1,7
81,0.9,0.449454,1,7
82,1.0,0.499348,1,7
83,1.1,0.549258,1,7
84,1.2,0.59917,1,7
85,1.3,0.64905,1,7
86,1.4,0.69858,1,7
87,1.5,0.747946,1,7
88,1.6,0.798064,1,7
89,1.7,0.847182,1,7
90,1.8,0.764664,1,7
91,1.9,0.755624,1,7
92,2.0,0.796288,1,7
93,2.1,0.8119,1,7
94,2.2,0.824524,1,7
95,2.3,0.845084,1,7
96,2.4,0.863562,1,7
97,2.5,0.881644,1,7
98,2.6,0.89665,1,7
99,2.7,0.912518,1,7
100,2.8,0.927702,1,7
101,2.9,0.942918,1,7
102,3.0,0.95369,1,7
103,3.1,0.965312,1,7
104,3.2,0.977302,1,7
105,3.3,0.987752,1,7
106,3.4,0.991674,1,7
107,3.5,0.996368,1,7
108,0.0,0.0,1,7
109,0.1,0.049966,1,7
110,0.2,0.099922,1,7
111,0.3,0.149868,1,7
112,0.4,0.199796,1,7
113,0.5,0.249746,1,7
114,0.6,0.299612,1,7
115,0.7,0.349554,1,7
116,0.8,0.39954,1,7
117,0.9,0.449478,1,7
118,1.0,0.499404,1,7
119,1.1,0.549398,1,7
120,1.2,0.59918,1,7
121,1.3,0.649002,1,7
122,1.4,0.698904,1,7
123,1.5,0.748736,1,7
124,1.6,0.797142,1,7
125,1.7,0.847436,1,7
126,1.8,0.764556,1,7
127,1.9,0.941998,1,7
128,2.0,0.799772,1,7
129,2.1,0.803364,1,7
130,2.2,0.82497,1,7
131,2.3,0.840668,1,7
132,2.4,0.862506,1,7
133,2.5,0.880606,1,7
134,2.6,0.898268,1,7
135,2.7,0.913818,1,7
136,2.8,0.927976,1,7
137,2.9,0.945594,1,7
138,3.0,0.955152,1,7
139,3.1,0.968144,1,7
140,3.2,0.975594,1,7
141,3.3,0.982938,1,7
142,3.4,0.989328,1,7
143,3.5,0.99289,1,7
144,0.0,0.0,1,7
145,0.1,0.049974,1,7
146,0.2,0.099918,1,7
147,0.3,0.149832,1,7
148,0.4,0.199836,1,7
149,0.5,0.24982,1,7
150,0.6,0.29973,1,7
151,0.7,0.34964,1,7
152,0.8,0.399556,1,7
153,0.9,0.449418,1,7
154,1.0,0.498584,1,7
155,1.1,0.549104,1,7
156,1.2,0.59889,1,7
157,1.3,0.647732,1,7
158,1.4,0.626236,1,7
159,1.5,0.660276,1,7
160,1.6,0.797284,1,7
161,1.7,0.724692,1,7
162,1.8,0.764764,1,7
163,1.9,0.920406,1,7
164,2.0,0.79784,1,7
165,2.1,0.802248,1,7
166,2.2,0.82472,1,7
167,2.3,0.843798,1,7
168,2.4,0.8636,1,7
169,2.5,0.881106,1,7
170,2.6,0.898878,1,7
171,2.7,0.912216,1,7
172,2.8,0.92913,1,7
173,2.9,0.944928,1,7
174,3.0,0.952654,1,7
175,3.1,0.965674,1,7
176,3.2,0.976492,1,7
177,3.3,0.983128,1,7
178,3.4,0.989054,1,7
179,3.5,0.993914,1,7
180,0.0,0.0,1,7
181,0.1,0.049962,1,7
182,0.2,0.099918,1,7
183,0.3,0.149862,1,7
184,0.4,0.19981,1,7
185,0.5,0.249744,1,7
186,0.6,0.299684,1,7
187,0.7,0.349642,1,7
188,0.8,0.399546,1,7
189,0.9,0.449414,1,7
190,1.0,0.499326,1,7
191,1.1,0.549212,1,7
192,1.2,0.59914,1,7
193,1.3,0.648962,1,7
194,1.4,0.698522,1,7
195,1.5,0.74859,1,7
196,1.6,0.797602,1,7
197,1.7,0.723604,1,7
198,1.8,0.879196,1,7
199,1.9,0.792678,1,7
200,2.0,0.79737,1,7
201,2.1,0.802286,1,7
202,2.2,0.824178,1,7
203,2.3,0.840954,1,7
204,2.4,0.86167,1,7
205,2.5,0.87859,1,7
206,2.6,0.898962,1,7
207,2.7,0.912476,1,7
208,2.8,0.93182,1,7
209,2.9,0.941804,1,7
210,3.0,0.955082,1,7
211,3.1,0.964676,1,7
212,3.2,0.975956,1,7
213,3.3,0.982994,1,7
214,3.4,0.991498,1,7
215,3.5,0.99302,1,7
216,0.0,0.0,1,7
217,0.1,0.04996,1,7
218,0.2,0.09993,1,7
219,0.3,0.149898,1,7
220,0.4,0.199852,1,7
221,0.5,0.249762,1,7
222,0.6,0.299678,1,7
223,0.7,0.349652,1,7
224,0.8,0.399606,1,7
225,0.9,0.449456,1,7
226,1.0,0.499336,1,7
227,1.1,0.549252,1,7
228,1.2,0.599058,1,7
229,1.3,0.64891,1,7
230,1.4,0.698258,1,7
231,1.5,0.747798,1,7
232,1.6,0.708966,1,7
233,1.7,0.845706,1,7
234,1.8,0.75134,1,7
235,1.9,0.775316,1,7
236,2.0,0.792384,1,7
237,2.1,0.807602,1,7
238,2.2,0.828394,1,7
239,2.3,0.844578,1,7
240,2.4,0.862846,1,7
241,2.5,0.882994,1,7
242,2.6,0.90014,1,7
243,2.7,0.913372,1,7
244,2.8,0.927242,1,7
245,2.9,0.942572,1,7
246,3.0,0.953052,1,7
247,3.1,0.96641,1,7
248,3.2,0.97728,1,7
249,3.3,0.984162,1,7
250,3.4,0.990164,1,7
251,3.5,0.994832,1,7
252,0.0,0.0,1,7
253,0.1,0.04997,1,7
254,0.2,0.099946,1,7
255,0.3,0.149872,1,7
256,0.4,0.199812,1,7
257,0.5,0.249776,1,7
258,0.6,0.299724,1,7
259,0.7,0.349664,1,7
260,0.8,0.399628,1,7
261,0.9,0.449536,1,7
262,1.0,0.499444,1,7
263,1.1,0.549278,1,7
264,1.2,0.599186,1,7
265,1.3,0.649028,1,7
266,1.4,0.698768,1,7
267,1.5,0.7487,1,7
268,1.6,0.79845,1,7
269,1.7,0.847736,1,7
270,1.8,0.765632,1,7
271,1.9,0.9465,1,7
272,2.0,0.801768,1,7
273,2.1,0.810198,1,7
274,2.2,0.824056,1,7
275,2.3,0.84321,1,7
276,2.4,0.862838,1,7
277,2.5,0.88119,1,7
278,2.6,0.899452,1,7
279,2.7,0.913398,1,7
280,2.8,0.927772,1,7
281,2.9,0.943774,1,7
282,3.0,0.955968,1,7
283,3.1,0.966222,1,7
284,3.2,0.976,1,7
285,3.3,0.987862,1,7
286,3.4,0.98874,1,7
287,3.5,0.9945,1,7
288,0.0,0.0,1,7
289,0.1,0.049972,1,7
290,0.2,0.099954,1,7
291,0.3,0.149916,1,7
292,0.4,0.199864,1,7
293,0.5,0.249832,1,7
294,0.6,0.299754,1,7
295,0.7,0.349678,1,7
296,0.8,0.39961,1,7
297,0.9,0.449408,1,7
298,1.0,0.499342,1,7
299,1.1,0.54914,1,7
300,1.2,0.599122,1,7
301,1.3,0.649004,1,7
302,1.4,0.698924,1,7
303,1.5,0.682814,1,7
304,1.6,0.79859,1,7
305,1.7,0.846822,1,7
306,1.8,0.897094,1,7
307,1.9,0.79366,1,7
308,2.0,0.819024,1,7
309,2.1,0.806836,1,7
310,2.2,0.823862,1,7
311,2.3,0.84463,1,7
312,2.4,0.866626,1,7
313,2.5,0.882044,1,7
314,2.6,0.901452,1,7
315,2.7,0.91567,1,7
316,2.8,0.92958,1,7
317,2.9,0.941754,1,7
318,3.0,0.954052,1,7
319,3.1,0.96644,1,7
320,3.2,0.97713,1,7
321,3.3,0.983508,1,7
322,3.4,0.989806,1,7
323,3.5,0.995752,1,7
324,0.0,0.0,1,7
325,0.1,0.049962,1,7
326,0.2,0.09992,1,7
327,0.3,0.149872,1,7
328,0.4,0.199766,1,7
329,0.5,0.249666,1,7
330,0.6,0.299552,1,7
331,0.7,0.349498,1,7
332,0.8,0.399416,1,7
333,0.9,0.449402,1,7
334,1.0,0.49931,1,7
335,1.1,0.549194,1,7
336,1.2,0.599094,1,7
337,1.3,0.64897,1,7
338,1.4,0.698904,1,7
339,1.5,0.74854,1,7
340,1.6,0.709592,1,7
341,1.7,0.847602,1,7
342,1.8,0.753184,1,7
343,1.9,0.945158,1,7
344,2.0,0.82063,1,7
345,2.1,0.818004,1,7
346,2.2,0.820366,1,7
347,2.3,0.845344,1,7
348,2.4,0.86286,1,7
349,2.5,0.881998,1,7
350,2.6,0.900494,1,7
351,2.7,0.916226,1,7
352,2.8,0.92911,1,7
353,2.9,0.942064,1,7
354,3.0,0.959638,1,7
355,3.1,0.967792,1,7
356,3.2,0.976872,1,7
357,3.3,0.985668,1,7
358,3.4,0.99265,1,7
359,3.5,0.994598,1,7
