,N,L,Max,Pat,R_A
1055,180,100,0.894984,5,3
1056,180,100,0.894814,6,3
1057,180,100,0.89504,7,3
1058,180,100,0.894028,8,3
1059,180,100,0.894626,9,3
1060,210,100,0.993286,0,3
1061,210,100,0.856194,1,3
1062,210,100,0.996436,2,3
1063,210,100,0.994802,3,3
1064,210,100,0.994408,4,3
1065,210,100,0.991314,5,3
1066,210,100,0.99169,6,3
1067,210,100,0.99512,7,3
1068,210,100,0.99262,8,3
1069,210,100,0.989968,9,3
1070,240,100,0.990468,0,3
1071,240,100,0.89599,1,3
1072,240,100,0.99807,2,3
1073,240,100,0.99751,3,3
1074,240,100,0.997616,4,3
1075,240,100,0.997146,5,3
1076,240,100,0.996606,6,3
1077,240,100,0.996954,7,3
1078,240,100,0.994078,8,3
1079,240,100,0.996518,9,3
1080,270,100,0.999032,0,3
1081,270,100,0.93226,1,3
1082,270,100,0.998638,2,3
1083,270,100,0.998722,3,3
1084,270,100,0.998148,4,3
1085,270,100,0.997986,5,3
1086,270,100,0.997412,6,3
1087,270,100,0.996858,7,3
1088,270,100,0.998468,8,3
1089,270,100,0.998022,9,3
1090,300,100,1.000086,0,3
1091,300,100,0.969112,1,3
1092,300,100,0.99934,2,3
1093,300,100,0.998662,3,3
1094,300,100,0.998556,4,3
1095,300,100,0.998698,5,3
1096,300,100,0.99859,6,3
1097,300,100,0.998288,7,3
1098,300,100,0.9985,8,3
1099,300,100,0.998646,9,3
