,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,Y
0,0.44,0.1,0.7,0.5,0.93,0.7,0.54,0.8,0.43,0.6,0.96,0.8,0.09,0.3,0.73,0.1,0.62,0.0,0.76,0.3,0.21,0.8,0.71,0.2,0.76,0.8,0.04,0.4,0.33,0.5,0.8,0.2,0.33,0.0,0.6,0.1,0.48,0.7,0.76,0.2,0.11,0.7,0.97,0.7,0.61,0.1,0.68,0.9,0.24,0.9,0.63,0.2,0.83,0.7,0.4,0.9,0.54,0.0,0.59,0.5,0.57,0.5,0.69,0.9,0.58,0.6,0.49,0.0,0.03,0.8,0.78,0.9,0.95,0.9,0.62,0.1,0.87,0.3,0.58,0.4,0.48,0.5,0.21,0.0,0.4,0.8,0.57,0.9,0.21,0.4,0.69,0.2,0.13,0.3,0.69,0.4,0.45,0.2,0.39,0.8,0.49,0.7,0.06,0.0,0.58,0.1,0.9,0.2,0.96,0.9,0.92,0.5,0.6,0.1,0.67,0.0,0.2,0.7,0.66,0.7,0.41,0.5,0.02,0.7,0.59,0.0,0.46,0.9,0.3,0.8,0.14,0.5,0.74,0.6,0.19,0.0,0.88,0.2,0.53,0.1,0.29,0.5,0.93,0.7,0.93,0.1,0.61,0.6,0.6,0.5,0.77,0.2,0.16,0.1,0.13,0.7,0.13,0.5,0.52,0.2,0.38,0.4,0.42,0.2,0.57,0.1,0.49,0.4,0.03,0.1,0.68,0.3,0.25,0.2,0.17,0.4,0.62,0.5,0.29,0.7,0.59,0.0,0.85,0.9,0.27,0.3,0.12,0.5,0.9,0.6,0.4,0.9,0.15,0.6,0.28,0.4,0.0,0.5,0.21,0.1,0.36,0.1,0.21,0.0,0.49,0.8,0.59,0.0,0.91,0.7,0.35,0.5,0.43,0.8,0.32,0.1,0.45,0.5,0.93,0.0,0.54,0.3,0.27,0.9,0.84,0.0,0.06,0.1,0.0,0.5,0.55,0.9,0.51,0.5,0.23,0.2,0.7,0.7,0.05,0.3,0.77,0.0,0.58,0.1,0.89,0.0,0.7,0.8,0.69,0.0,0.13,0.8,0.88,0.9,0.2,0.6,0.02,0.8,0.53,0.0,0.74,0.7,0.43,0.1,0.13,0.8,0.23,0.6,0.95,0.6,0.91,0.9,0.0,0.3,0.11,0.7,0.59,0.6,0.58,0.9,0.51,0.3,0.27,0.0,0.74,0.6,0.83,0.0,0.4,0.1,0.6,0.7,0.79,0.5,0.91,0.0,0.01,0.3,0.76,0.7,0.85,0.3,0.31,0.1,0.07,0.3,0.59,0.0,0.11,0.4,0.5,0.8,0.15,0.0,0.27,0.9,0.04,0.9,0.01,0.9,0.13,0.1,0.49,0.4,0.97,0.8,0.8,0.2,0.28,0.7,0.96,0.9,0.27,0.2,0.55,0.6,0.32,0.4,0.9,0.9,0.71,0.0,0.18,0.6,0.12,0.4,0.13,0.9,0.21,0.7,0.9,0.9,0.57,0.9,0.35,0.8,0.01,0.0,0.65,0.3,0.93,0.5,0.41,0.5,0.76,0.3,0.91,0.8,0.78,0.9,0.34,0.1,0.17,0.1,0.59,0.5,0.71,0.3,0.19,0.0,0.39,0.7,0.51,0.0,0.71,0.9,0.15,0.7,0.79,0.2,0.89,0.2,0.33,0.7,0.25,0.8,0.21,0.9,0.87,0.9,0.52,0.3,0.38,0.1,0.1,0.4,0.92,0.1,0.5,0.8,0.47,0.0,0.43,0.3,0.76,0.0,0.93,0.3,0.97,0.0,0.855888
1,0.05,0.7,0.36,0.3,0.82,0.8,0.71,0.4,0.65,0.4,0.01,0.8,0.65,0.0,0.6,0.6,0.49,0.6,0.27,0.0,0.04,0.7,0.1,0.3,0.74,0.4,0.9,0.3,0.82,0.5,0.21,0.6,0.18,0.6,0.29,0.7,0.27,0.7,0.65,0.3,0.41,0.8,0.39,0.4,0.95,0.4,0.68,0.0,0.9,0.0,0.22,0.1,0.09,0.2,0.79,0.3,0.45,0.6,0.45,0.4,0.37,0.1,0.24,0.1,0.99,0.4,0.02,0.5,0.71,0.3,0.02,0.3,0.47,0.7,0.12,0.3,0.76,0.1,0.23,0.5,0.31,0.3,0.09,0.6,0.26,0.7,0.01,0.0,0.78,0.4,0.78,0.4,0.49,0.1,0.18,0.5,0.5,0.2,0.96,0.2,0.61,0.5,0.18,0.5,0.6,0.9,0.94,0.2,0.86,0.7,0.06,0.4,0.75,0.7,0.31,0.8,0.76,0.7,0.9,0.5,0.39,0.3,0.81,0.7,0.76,0.4,0.22,0.2,0.92,0.8,0.6,0.0,0.36,0.6,0.71,0.9,0.42,0.2,0.04,0.6,0.09,0.9,0.89,0.1,0.4,0.7,0.67,0.4,0.6,0.7,0.53,0.1,0.33,0.5,0.38,0.3,0.96,0.1,0.63,0.6,0.97,0.2,0.43,0.9,0.76,0.5,0.88,0.6,0.17,0.0,0.92,0.1,0.54,0.2,0.5,0.0,0.98,0.0,0.63,0.8,0.75,0.5,0.1,0.4,0.65,0.1,0.4,0.2,0.68,0.7,0.05,0.3,0.45,0.7,0.39,0.9,0.65,0.0,0.37,0.0,0.87,0.0,0.24,0.5,0.32,0.4,0.04,0.6,0.11,0.8,0.21,0.7,0.11,0.5,0.15,0.2,0.11,0.9,0.49,0.3,0.53,0.2,0.63,0.3,0.38,0.5,0.92,0.1,0.86,0.4,0.44,0.2,0.18,0.2,0.31,0.7,0.37,0.1,0.82,0.2,0.02,0.6,0.05,0.3,0.35,0.4,0.35,0.3,0.47,0.1,0.03,0.5,0.5,0.3,0.37,0.4,0.17,0.6,0.08,0.5,0.47,0.1,0.93,0.2,0.88,0.2,0.86,0.4,0.3,0.3,0.85,0.8,0.26,0.4,0.91,0.2,0.87,0.1,0.86,0.2,0.89,0.6,0.72,0.6,0.79,0.8,0.35,0.6,0.77,0.2,0.48,0.4,0.67,0.2,0.44,0.0,0.54,0.7,0.85,0.6,0.58,0.3,0.16,0.3,0.48,0.6,0.57,0.2,0.78,0.4,0.63,0.4,0.67,0.5,0.77,0.5,0.79,0.5,0.78,0.1,0.54,0.2,0.9,0.5,0.45,0.0,0.99,0.4,0.83,0.3,0.05,0.9,0.16,0.9,0.0,0.7,0.56,0.3,0.95,0.4,0.8,0.2,0.65,0.9,0.44,0.6,0.48,0.6,0.5,0.6,0.97,0.9,0.85,0.2,0.57,0.4,0.11,0.5,0.19,0.9,0.14,0.6,0.83,0.4,0.85,0.9,0.79,0.9,0.19,0.5,0.85,0.8,0.38,0.0,0.53,0.6,0.56,0.9,0.41,0.7,0.63,0.1,0.6,0.3,0.24,0.7,0.13,0.0,0.64,0.6,0.8,0.7,0.47,0.3,0.51,0.1,0.59,0.3,0.22,0.3,0.86,0.9,0.18,0.0,0.02,0.5,0.23,0.1,0.64,0.8,0.38,0.1,0.25,0.5,0.4,0.2,0.0,0.1,0.19,0.7,0.85958
2,0.09,0.6,0.44,0.8,0.33,0.7,0.17,0.8,0.54,0.9,0.71,0.1,0.68,0.9,0.54,0.4,0.52,0.2,0.59,0.9,0.32,0.3,0.83,0.3,0.43,0.5,0.87,0.0,0.61,0.1,0.82,0.5,0.08,0.5,0.24,0.1,0.02,0.2,0.48,0.5,0.86,0.9,0.58,0.1,0.93,0.6,0.84,0.5,0.06,0.7,0.91,0.1,0.97,0.2,0.96,0.8,0.93,0.9,0.71,0.1,0.49,0.0,0.06,0.8,0.73,0.0,0.04,0.5,0.57,0.0,0.83,0.5,0.94,0.3,0.72,0.0,0.24,0.0,0.15,0.1,0.74,0.1,0.49,0.6,0.71,0.0,0.41,0.2,0.42,0.9,0.05,0.9,0.34,0.7,0.09,0.4,0.38,0.5,0.94,0.5,0.3,0.1,0.02,0.4,0.65,0.0,0.88,0.1,0.48,0.9,0.44,0.1,0.03,0.1,0.12,0.1,0.08,0.8,0.75,0.7,0.26,0.4,0.97,0.6,0.06,0.3,0.96,0.1,0.59,0.5,0.66,0.5,0.22,0.3,0.75,0.6,0.4,0.2,0.71,0.6,0.43,0.4,0.38,0.2,0.11,0.8,0.63,0.0,0.67,0.2,0.55,0.5,0.5,0.4,0.61,0.3,0.98,0.2,0.2,0.4,0.35,0.8,0.78,0.8,0.45,0.2,0.54,0.9,0.24,0.1,0.68,0.6,0.99,0.3,0.8,0.4,0.69,0.3,0.82,0.4,0.48,0.4,0.6,0.0,0.63,0.4,0.86,0.0,0.41,0.5,0.76,0.0,0.23,0.7,0.8,0.3,0.59,0.4,0.83,0.4,0.37,0.6,0.38,0.3,0.17,0.3,0.09,0.5,0.79,0.2,0.38,0.0,0.49,0.9,0.8,0.6,0.34,0.9,0.79,0.4,0.38,0.4,0.26,0.3,0.34,0.7,0.29,0.8,0.12,0.1,0.15,0.6,0.77,0.1,0.85,0.8,0.2,0.2,0.28,0.4,0.77,0.5,0.26,0.4,0.88,0.1,0.72,0.9,0.25,0.6,0.42,0.9,0.54,0.8,0.46,0.0,0.52,0.9,0.67,0.2,0.59,0.9,0.69,0.5,0.09,0.6,0.6,0.2,0.94,0.0,0.41,0.8,0.69,0.7,0.08,0.8,0.75,0.1,0.37,0.4,0.62,0.8,0.52,0.6,0.07,0.0,0.8,0.3,0.18,0.1,0.49,0.0,0.84,0.6,0.67,0.6,0.72,0.9,0.46,0.4,0.91,0.7,0.99,0.6,0.39,0.2,0.41,0.6,0.18,0.3,0.38,0.6,0.74,0.3,0.93,0.9,0.53,0.1,0.93,0.9,0.59,0.3,0.08,0.3,0.31,0.8,0.5,0.0,0.68,0.6,0.8,0.0,0.7,0.4,0.71,0.9,0.38,0.9,0.66,0.6,0.21,0.7,0.41,0.4,0.97,0.6,0.79,0.2,0.09,0.7,0.44,0.1,0.68,0.7,0.46,0.9,0.4,0.5,0.95,0.6,0.6,0.7,0.62,0.0,0.88,0.0,0.59,0.6,0.92,0.6,0.87,0.6,0.24,0.3,0.69,0.3,0.35,0.7,0.07,0.9,0.79,0.5,0.32,0.2,0.75,0.4,0.65,0.6,0.37,0.1,0.85,0.2,0.29,0.7,0.94,0.4,0.55,0.1,0.33,0.7,0.35,0.2,0.44,0.7,0.44,0.7,0.73,0.4,0.43,0.6,0.76,0.8,0.97,0.7,0.63,0.8,0.09,0.7,0.97,0.3,0.855792
3,0.47,0.4,0.47,0.3,0.66,0.9,0.72,0.8,0.93,0.6,0.24,0.9,0.91,0.1,0.2,0.3,0.84,0.5,0.39,0.4,0.36,0.9,0.57,0.0,0.63,0.9,0.68,0.4,0.66,0.2,0.97,0.5,0.05,0.4,0.28,0.4,0.71,0.8,0.87,0.7,0.99,0.1,0.95,0.8,0.99,0.0,0.35,0.0,0.55,0.0,0.09,0.6,0.45,0.8,0.16,0.1,0.66,0.5,0.85,0.0,0.57,0.3,0.27,0.7,0.99,0.3,0.56,0.8,0.19,0.2,0.38,0.7,0.48,0.9,0.22,0.3,0.14,0.8,0.54,0.5,0.87,0.2,0.62,0.5,0.13,0.5,0.7,0.5,0.54,0.2,0.02,0.0,0.58,0.4,0.47,0.5,0.12,0.8,0.04,0.1,0.6,0.2,0.83,0.2,0.99,0.5,0.31,0.6,0.76,0.7,0.89,0.7,0.08,0.3,0.24,0.7,0.72,0.9,0.96,0.6,0.95,0.2,0.66,0.0,0.04,0.0,0.09,0.2,0.41,0.8,0.1,0.1,0.21,0.7,0.8,0.3,0.47,0.4,0.17,0.4,0.31,0.8,0.68,0.2,0.36,0.0,0.75,0.0,0.73,0.1,0.04,0.1,0.03,0.5,0.35,0.4,0.65,0.7,0.59,0.8,0.23,0.5,0.18,0.9,0.65,0.7,0.72,0.1,0.72,0.6,0.89,0.3,0.97,0.5,0.5,0.1,0.82,0.5,0.1,0.6,0.93,0.4,0.53,0.9,0.8,0.0,0.73,0.3,0.3,0.9,0.78,0.0,0.55,0.3,0.55,0.6,0.59,0.0,0.2,0.7,0.7,0.3,0.98,0.0,0.8,0.2,0.61,0.7,0.75,0.6,0.66,0.0,0.28,0.2,0.86,0.0,0.47,0.0,0.34,0.9,0.68,0.4,0.95,0.2,0.63,0.6,0.08,0.3,0.46,0.4,0.87,0.9,0.13,0.9,0.05,0.5,0.36,0.1,0.79,0.7,0.14,0.3,0.14,0.9,0.18,0.1,0.7,0.7,0.44,0.1,0.6,0.5,0.31,0.0,0.2,0.4,0.73,0.1,0.62,0.2,0.6,0.4,0.59,0.4,0.95,0.4,0.01,0.3,0.14,0.1,0.72,0.0,0.02,0.3,0.72,0.9,0.93,0.2,0.94,0.9,0.28,0.0,0.86,0.0,0.84,0.7,0.46,0.8,0.8,0.0,0.82,0.7,0.46,0.5,0.47,0.1,0.84,0.2,0.85,0.2,0.32,0.9,0.23,0.5,0.42,0.7,0.09,0.4,0.43,0.2,0.13,0.0,0.48,0.8,0.03,0.0,0.72,0.5,0.93,0.7,0.88,0.1,0.78,0.7,0.49,0.0,0.55,0.0,0.34,0.2,0.98,0.9,0.21,0.8,0.42,0.5,0.83,0.6,0.21,0.7,0.87,0.7,0.44,0.2,0.61,0.2,0.36,0.1,0.0,0.1,0.79,0.6,0.71,0.7,0.71,0.5,0.22,0.1,0.28,0.2,0.69,0.3,0.97,0.4,0.77,0.0,0.77,0.0,0.84,0.6,0.39,0.2,0.52,0.0,0.51,0.8,0.81,0.9,0.32,0.2,0.98,0.3,0.03,0.8,0.47,0.3,0.55,0.4,0.89,0.2,0.96,0.0,0.24,0.0,0.81,0.8,0.59,0.0,0.74,0.1,0.35,0.7,0.61,0.2,0.09,0.6,0.94,0.1,0.98,0.6,0.85,0.6,0.93,0.6,0.6,0.0,0.92,0.1,0.69,0.2,0.857046
4,0.06,0.0,0.65,0.3,0.1,0.7,0.62,0.0,0.02,0.4,0.37,0.0,0.48,0.9,0.65,0.0,0.8,0.3,0.34,0.0,0.89,0.6,0.2,0.6,0.2,0.0,0.26,0.7,0.49,0.4,0.98,0.4,0.11,0.7,0.54,0.8,0.51,0.5,0.07,0.6,0.07,0.5,0.64,0.6,0.83,0.4,0.91,0.1,0.06,0.6,0.16,0.6,0.37,0.7,0.08,0.8,0.9,0.4,0.67,0.0,0.18,0.4,0.68,0.3,0.82,0.0,0.02,0.6,0.47,0.4,0.18,0.4,0.57,0.7,0.87,0.8,0.35,0.4,0.81,0.1,0.8,0.0,0.99,0.3,0.65,0.1,0.53,0.2,0.83,0.4,0.66,0.5,0.97,0.0,0.74,0.0,0.24,0.0,0.6,0.6,0.99,0.0,0.08,0.6,0.93,0.6,0.27,0.3,0.91,0.2,0.0,0.7,0.43,0.5,0.66,0.2,0.64,0.1,0.98,0.9,0.48,0.6,0.79,0.2,0.43,0.3,0.38,0.6,0.7,0.6,0.87,0.7,0.19,0.3,0.58,0.9,0.95,0.1,0.26,0.7,0.23,0.9,0.28,0.2,0.37,0.3,0.78,0.9,0.4,0.0,0.33,0.9,0.44,0.3,0.01,0.9,0.36,0.1,0.13,0.5,0.31,0.9,0.66,0.1,0.36,0.0,0.03,0.7,0.25,0.4,0.29,0.9,0.97,0.7,0.8,0.2,0.66,0.3,0.06,0.2,0.89,0.0,0.15,0.6,0.4,0.7,0.57,0.2,0.04,0.0,0.03,0.4,0.52,0.9,0.54,0.5,0.0,0.0,0.76,0.9,0.17,0.3,0.92,0.8,0.1,0.6,0.62,0.7,0.78,0.0,0.89,0.3,0.98,0.5,0.4,0.4,0.09,0.6,0.88,0.4,0.95,0.1,0.68,0.7,0.68,0.9,0.85,0.0,0.88,0.5,0.07,0.7,0.21,0.2,0.9,0.1,0.39,0.2,0.62,0.1,0.03,0.1,0.44,0.6,0.59,0.0,0.05,0.1,0.07,0.5,0.33,0.7,0.62,0.5,0.53,0.3,0.99,0.0,0.79,0.8,0.06,0.4,0.46,0.9,0.09,0.9,0.61,0.7,0.63,0.5,0.51,0.8,0.04,0.6,0.85,0.6,0.65,0.8,0.26,0.6,0.75,0.5,0.4,0.2,0.53,0.4,0.94,0.9,0.18,0.1,0.32,0.9,0.5,0.7,0.39,0.6,0.89,0.9,0.32,0.8,0.04,0.9,0.95,0.1,0.74,0.6,0.41,0.6,0.02,0.4,0.66,0.5,0.81,0.0,0.35,0.1,0.35,0.5,0.76,0.7,0.67,0.0,0.09,0.2,0.01,0.8,0.66,0.2,0.4,0.0,0.55,0.4,0.59,0.7,0.7,0.9,0.69,0.6,0.9,0.1,0.35,0.9,0.79,0.0,0.07,0.7,0.05,0.4,0.53,0.2,0.45,0.4,0.0,0.2,0.39,0.0,0.56,0.2,0.17,0.7,0.34,0.7,0.09,0.5,0.39,0.2,0.52,0.2,0.92,0.6,0.47,0.7,0.8,0.7,0.29,0.0,0.92,0.1,0.65,0.6,0.47,0.4,0.42,0.9,0.96,0.4,0.83,0.9,0.89,0.9,0.57,0.7,0.85,0.4,0.57,0.7,0.98,0.0,0.62,0.3,0.07,0.1,0.92,0.8,0.09,0.6,0.6,0.9,0.93,0.0,0.31,0.6,0.96,0.1,0.2,0.6,0.93,0.1,0.94,0.6,0.854014
5,0.04,0.2,0.36,0.6,0.9,0.0,0.65,0.8,0.26,0.5,0.65,0.2,0.23,0.9,0.58,0.7,0.68,0.2,0.95,0.3,0.8,0.8,0.72,0.7,0.59,0.0,0.57,0.0,0.76,0.6,0.91,0.8,0.37,0.0,0.58,0.5,0.86,0.8,0.96,0.4,0.48,0.0,0.82,0.1,0.23,0.4,0.39,0.4,0.71,0.9,0.53,0.2,0.49,0.1,0.7,0.1,0.61,0.0,0.21,0.1,0.88,0.4,0.26,0.8,0.79,0.5,0.38,0.0,0.36,0.1,0.35,0.3,0.1,0.0,0.3,0.7,0.76,0.2,0.54,0.6,0.59,0.7,0.87,0.1,0.58,0.9,0.04,0.7,0.63,0.9,0.81,0.3,0.34,0.5,0.9,0.5,0.02,0.0,0.87,0.6,0.0,0.9,0.79,0.6,0.84,0.5,0.9,0.8,0.22,0.5,0.25,0.0,0.66,0.2,0.15,0.0,0.24,0.3,0.4,0.3,0.17,0.6,0.35,0.3,0.07,0.4,0.16,0.6,0.82,0.7,0.64,0.4,0.02,0.7,0.92,0.6,0.3,0.9,0.72,0.1,0.79,0.5,0.49,0.3,0.66,0.2,0.17,0.2,0.91,0.2,0.37,0.3,0.4,0.7,0.73,0.2,0.11,0.8,0.0,0.3,0.32,0.8,0.2,0.5,0.17,0.8,0.47,0.9,0.66,0.4,0.69,0.3,0.45,0.6,0.16,0.3,0.83,0.4,0.32,0.0,0.55,0.3,0.82,0.8,0.08,0.1,0.82,0.4,0.07,0.9,0.08,0.5,0.8,0.7,0.46,0.1,0.98,0.5,0.52,0.4,0.57,0.8,0.1,0.9,0.28,0.2,0.52,0.1,0.5,0.1,0.97,0.3,0.7,0.4,0.57,0.1,0.93,0.7,0.63,0.1,0.38,0.8,0.04,0.8,0.42,0.6,0.51,0.3,0.64,0.9,0.88,0.7,0.97,0.8,0.13,0.8,0.56,0.3,0.55,0.0,0.79,0.1,0.36,0.6,0.52,0.2,0.99,0.3,0.57,0.8,0.7,0.7,0.87,0.1,0.48,0.6,0.98,0.5,0.31,0.5,0.01,0.8,0.63,0.7,0.16,0.6,0.92,0.0,0.4,0.5,0.86,0.7,0.74,0.4,0.71,0.1,0.27,0.7,0.15,0.2,0.88,0.2,0.48,0.8,0.74,0.3,0.33,0.7,0.4,0.9,0.15,0.9,0.16,0.2,0.58,0.1,0.71,0.4,0.5,0.6,0.41,0.3,0.75,0.6,0.25,0.2,0.42,0.8,0.12,0.1,0.52,0.2,0.11,0.0,0.15,0.4,0.75,0.4,0.55,0.8,0.12,0.6,0.62,0.3,0.23,0.9,0.26,0.1,0.89,0.8,0.07,0.0,0.17,0.3,0.18,0.5,0.51,0.6,0.3,0.1,0.5,0.2,0.63,0.7,0.37,0.2,0.85,0.8,0.36,0.9,0.15,0.6,0.09,0.0,0.37,0.1,0.52,0.3,0.95,0.8,0.93,0.3,0.55,0.6,0.28,0.1,0.14,0.5,0.87,0.2,0.3,0.5,0.39,0.7,0.46,0.7,0.32,0.8,0.73,0.1,0.05,0.4,0.3,0.7,0.9,0.4,0.45,0.8,0.2,0.0,0.14,0.4,0.74,0.1,0.64,0.2,0.52,0.0,0.97,0.2,0.85,0.4,0.16,0.9,0.29,0.9,0.26,0.6,0.24,0.8,0.0,0.4,0.73,0.4,0.16,0.4,0.22,0.2,0.59,0.9,0.997482
6,0.16,0.3,0.76,0.4,0.63,0.1,0.35,0.8,0.92,0.7,0.87,0.1,0.45,0.5,0.42,0.9,0.58,0.3,0.83,0.7,0.39,0.9,0.21,0.0,0.9,0.1,0.74,0.8,0.53,0.4,0.37,0.8,0.13,0.4,0.84,0.0,0.46,0.6,0.45,0.8,0.22,0.8,0.8,0.2,0.66,0.4,0.18,0.2,0.16,0.8,0.24,0.5,0.87,0.6,0.21,0.9,0.6,0.6,0.7,0.9,0.17,0.7,0.93,0.3,0.97,0.5,0.89,0.9,0.86,0.7,0.71,0.4,0.83,0.6,0.66,0.0,0.17,0.4,0.67,0.8,0.72,0.0,0.18,0.1,0.36,0.1,0.32,0.1,0.95,0.3,0.77,0.7,0.55,0.4,0.14,0.5,0.26,0.8,0.1,0.8,0.31,0.5,0.58,0.8,0.87,0.3,0.78,0.7,0.43,0.8,0.49,0.5,0.2,0.8,0.16,0.9,0.52,0.6,0.26,0.6,0.7,0.7,0.43,0.2,0.62,0.5,0.43,0.6,0.08,0.5,0.93,0.1,0.59,0.9,0.74,0.4,0.92,0.3,0.53,0.3,0.77,0.1,0.98,0.6,0.69,0.6,0.39,0.9,0.98,0.8,0.73,0.1,0.56,0.4,0.53,0.5,0.37,0.2,0.69,0.0,0.14,0.0,0.85,0.4,0.34,0.3,0.97,0.0,0.9,0.2,0.84,0.7,0.32,0.1,0.52,0.3,0.36,0.6,0.36,0.2,0.2,0.2,0.8,0.9,0.09,0.4,0.68,0.9,0.76,0.1,0.63,0.4,0.55,0.1,0.45,0.6,0.62,0.3,0.5,0.7,0.99,0.0,0.51,0.6,0.58,0.4,0.35,0.8,0.03,0.0,0.95,0.7,0.83,0.8,0.54,0.1,0.61,0.1,0.67,0.4,0.61,0.0,0.87,0.9,0.83,0.1,0.53,0.8,0.67,0.9,0.45,0.1,0.54,0.4,0.64,0.7,0.79,0.5,0.2,0.9,0.38,0.8,0.24,0.5,0.2,0.7,0.65,0.3,0.04,0.9,0.04,0.2,0.21,0.7,0.44,0.3,0.42,0.7,0.02,0.3,0.96,0.5,0.9,0.6,0.21,0.4,0.04,0.0,0.91,0.5,0.68,0.3,0.57,0.1,0.02,0.2,0.9,0.7,0.21,0.8,0.53,0.1,0.92,0.3,0.49,0.5,0.71,0.4,0.28,0.3,0.63,0.6,0.88,0.0,0.09,0.8,0.35,0.1,0.98,0.0,0.85,0.9,0.69,0.7,0.63,0.3,0.43,0.6,0.97,0.0,0.91,0.9,0.07,0.2,0.54,0.2,0.93,0.6,0.69,0.3,0.32,0.5,0.05,0.2,0.2,0.8,0.7,0.6,0.86,0.9,0.27,0.5,0.65,0.4,0.23,0.1,0.61,0.0,0.47,0.8,0.67,0.6,0.69,0.7,0.49,0.5,0.83,0.8,0.45,0.9,0.32,0.7,0.27,0.6,0.71,0.5,0.89,0.4,0.46,0.8,0.61,0.0,0.05,0.9,0.65,0.8,0.96,0.4,0.46,0.5,0.1,0.1,0.25,0.4,0.36,0.4,0.04,0.8,0.04,0.0,0.47,0.2,0.01,0.4,0.61,0.1,0.5,0.1,0.97,0.9,0.26,0.7,0.23,0.5,0.89,0.4,0.96,0.2,0.68,0.6,0.49,0.9,0.55,0.9,0.61,0.3,0.2,0.6,0.83,0.6,0.55,0.0,0.14,0.2,0.71,0.7,0.88,0.1,0.81,0.6,0.85515
