,N/L,Flow,Pat,R_a
220,1.96,0.808456,1,7
221,1.97,0.777112,1,7
222,1.98,0.796762,1,7
223,1.99,0.795208,1,7
224,2.0,0.820286,1,7
225,2.01,0.860174,1,7
226,2.02,0.785102,1,7
227,2.03,0.786024,1,7
228,2.04,0.80652,1,7
229,2.05,0.791404,1,7
230,2.06,0.815542,1,7
231,2.07,0.796178,1,7
232,2.08,0.815778,1,7
233,2.09,0.799744,1,7
234,2.1,0.848158,1,7
235,2.11,0.804898,1,7
236,2.12,0.82031,1,7
237,2.13,0.809348,1,7
238,2.14,0.81098,1,7
239,2.15,0.813616,1,7
240,2.16,0.815,1,7
241,2.17,0.817042,1,7
242,2.18,0.815686,1,7
243,2.19,0.82209,1,7
244,2.2,0.818576,1,7
245,2.21,0.824676,1,7
246,2.22,0.836152,1,7
247,2.23,0.830258,1,7
248,2.24,0.831278,1,7
249,2.25,0.847074,1,7
250,2.26,0.83531,1,7
251,2.27,0.846462,1,7
252,2.28,0.840992,1,7
253,2.29,0.841994,1,7
254,2.3,0.843364,1,7
255,1.8,0.801932,1,7
256,1.81,0.76894,1,7
257,1.82,0.756212,1,7
258,1.83,0.762096,1,7
259,1.84,0.917344,1,7
260,1.85,0.779834,1,7
261,1.86,0.744068,1,7
262,1.87,0.74564,1,7
263,1.88,0.785898,1,7
264,1.89,0.759332,1,7
265,1.9,0.776184,1,7
266,1.91,0.79591,1,7
267,1.92,0.781378,1,7
268,1.93,0.956204,1,7
269,1.94,0.927458,1,7
270,1.95,0.80794,1,7
271,1.96,0.810308,1,7
272,1.97,0.787714,1,7
273,1.98,0.774062,1,7
274,1.99,0.792288,1,7
275,2.0,0.80095,1,7
276,2.01,0.8234,1,7
277,2.02,0.789948,1,7
278,2.03,0.80279,1,7
279,2.04,0.791836,1,7
280,2.05,0.834666,1,7
281,2.06,0.79198,1,7
282,2.07,0.811164,1,7
283,2.08,0.869944,1,7
284,2.09,0.799832,1,7
285,2.1,0.81945,1,7
286,2.11,0.80639,1,7
287,2.12,0.801536,1,7
288,2.13,0.829294,1,7
289,2.14,0.810974,1,7
290,2.15,0.823292,1,7
291,2.16,0.8282,1,7
292,2.17,0.90545,1,7
293,2.18,0.83432,1,7
294,2.19,0.833236,1,7
295,2.2,0.839454,1,7
296,2.21,0.826016,1,7
297,2.22,0.825604,1,7
298,2.23,0.831834,1,7
299,2.24,0.835788,1,7
300,2.25,0.833608,1,7
301,2.26,0.847476,1,7
302,2.27,0.839428,1,7
303,2.28,0.847668,1,7
304,2.29,0.84342,1,7
305,2.3,0.843992,1,7
306,1.8,0.729254,1,7
307,1.81,0.75122,1,7
308,1.82,0.75842,1,7
309,1.83,0.761682,1,7
310,1.84,0.916714,1,7
311,1.85,0.780346,1,7
312,1.86,0.7825,1,7
313,1.87,0.768616,1,7
314,1.88,0.770528,1,7
315,1.89,0.936312,1,7
316,1.9,0.791878,1,7
317,1.91,0.776796,1,7
318,1.92,0.778522,1,7
319,1.93,0.798274,1,7
320,1.94,0.839678,1,7
321,1.95,0.805596,1,7
322,1.96,0.77821,1,7
323,1.97,0.812656,1,7
324,1.98,0.793256,1,7
325,1.99,0.776894,1,7
326,2.0,0.795976,1,7
327,2.01,0.80193,1,7
328,2.02,0.94634,1,7
329,2.03,0.795536,1,7
330,2.04,0.788166,1,7
331,2.05,0.799706,1,7
332,2.06,0.811662,1,7
333,2.07,0.80575,1,7
334,2.08,0.804956,1,7
335,2.09,0.817264,1,7
336,2.1,0.801982,1,7
337,2.11,0.820164,1,7
338,2.12,0.80561,1,7
339,2.13,0.825108,1,7
340,2.14,0.814134,1,7
341,2.15,0.815586,1,7
342,2.16,0.815938,1,7
343,2.17,0.832762,1,7
344,2.18,0.834564,1,7
345,2.19,0.822816,1,7
346,2.2,0.824266,1,7
347,2.21,0.826122,1,7
348,2.22,0.829402,1,7
349,2.23,0.832728,1,7
350,2.24,0.830976,1,7
351,2.25,0.835002,1,7
352,2.26,0.839654,1,7
353,2.27,0.839808,1,7
354,2.28,0.83855,1,7
355,2.29,0.84175,1,7
356,2.3,0.85297,1,7
357,1.8,0.765704,1,7
358,1.81,0.731434,1,7
359,1.82,0.907948,1,7
360,1.83,0.808842,1,7
361,1.84,0.776646,1,7
362,1.85,0.76072,1,7
363,1.86,0.780748,1,7
364,1.87,0.770682,1,7
365,1.88,0.76452,1,7
366,1.89,0.826156,1,7
367,1.9,0.926524,1,7
368,1.91,0.778298,1,7
369,1.92,0.8019,1,7
370,1.93,0.782688,1,7
371,1.94,0.782344,1,7
372,1.95,0.806952,1,7
373,1.96,0.789012,1,7
374,1.97,0.795612,1,7
375,1.98,0.941058,1,7
376,1.99,0.93361,1,7
377,2.0,0.7971,1,7
378,2.01,0.8238,1,7
379,2.02,0.78395,1,7
380,2.03,0.794576,1,7
381,2.04,0.791088,1,7
382,2.05,0.803886,1,7
383,2.06,0.809966,1,7
384,2.07,0.813136,1,7
385,2.08,0.817468,1,7
386,2.09,0.79944,1,7
387,2.1,0.803148,1,7
388,2.11,0.802894,1,7
389,2.12,0.81241,1,7
390,2.13,0.80975,1,7
391,2.14,0.82295,1,7
392,2.15,0.81992,1,7
393,2.16,0.81652,1,7
394,2.17,0.825338,1,7
395,2.18,0.820228,1,7
396,2.19,0.82409,1,7
397,2.2,0.82497,1,7
398,2.21,0.829676,1,7
399,2.22,0.829292,1,7
400,2.23,0.83348,1,7
401,2.24,0.832366,1,7
402,2.25,0.834222,1,7
403,2.26,0.836028,1,7
404,2.27,0.844202,1,7
405,2.28,0.842124,1,7
406,2.29,0.842372,1,7
407,2.3,0.844648,1,7
408,1.8,0.878136,1,7
409,1.81,0.755248,1,7
410,1.82,0.752476,1,7
411,1.83,0.758898,1,7
412,1.84,0.756516,1,7
413,1.85,0.763032,1,7
414,1.86,0.81694,1,7
415,1.87,0.931692,1,7
416,1.88,0.77225,1,7
417,1.89,0.775848,1,7
418,1.9,0.774486,1,7
419,1.91,0.776122,1,7
420,1.92,0.80678,1,7
421,1.93,0.799352,1,7
422,1.94,0.803572,1,7
423,1.95,0.765936,1,7
424,1.96,0.789426,1,7
425,1.97,0.784182,1,7
426,1.98,0.815792,1,7
427,1.99,0.781632,1,7
428,2.0,0.820072,1,7
429,2.01,0.822018,1,7
430,2.02,0.935414,1,7
431,2.03,0.904026,1,7
432,2.04,0.806694,1,7
433,2.05,0.807638,1,7
434,2.06,0.816276,1,7
435,2.07,0.813434,1,7
436,2.08,0.81029,1,7
437,2.09,0.807476,1,7
438,2.1,0.80059,1,7
439,2.11,0.806424,1,7
440,2.12,0.853344,1,7
441,2.13,0.81866,1,7
442,2.14,0.814846,1,7
443,2.15,0.808876,1,7
444,2.16,0.814814,1,7
445,2.17,0.83245,1,7
446,2.18,0.818936,1,7
447,2.19,0.82219,1,7
448,2.2,0.824996,1,7
449,2.21,0.821286,1,7
450,2.22,0.824826,1,7
451,2.23,0.830814,1,7
452,2.24,0.84308,1,7
453,2.25,0.834466,1,7
454,2.26,0.837068,1,7
455,2.27,0.835756,1,7
456,2.28,0.837868,1,7
457,2.29,0.841942,1,7
458,2.3,0.844478,1,7
459,1.8,0.766046,1,7
460,1.81,0.902638,1,7
461,1.82,0.906572,1,7
462,1.83,0.774338,1,7
463,1.84,0.761684,1,7
464,1.85,0.779796,1,7
465,1.86,0.781192,1,7
466,1.87,0.7834,1,7
467,1.88,0.787876,1,7
468,1.89,0.752308,1,7
469,1.9,0.793548,1,7
470,1.91,0.758276,1,7
471,1.92,0.75955,1,7
472,1.93,0.913834,1,7
473,1.94,0.964604,1,7
474,1.95,0.767752,1,7
475,1.96,0.788062,1,7
476,1.97,0.81209,1,7
477,1.98,0.814806,1,7
478,1.99,0.793914,1,7
479,2.0,0.797372,1,7
480,2.01,0.802004,1,7
481,2.02,0.800222,1,7
482,2.03,0.826426,1,7
483,2.04,0.831986,1,7
484,2.05,0.792968,1,7
485,2.06,0.875078,1,7
486,2.07,0.792156,1,7
487,2.08,0.798714,1,7
488,2.09,0.80024,1,7
489,2.1,0.8186,1,7
490,2.11,0.825538,1,7
491,2.12,0.82127,1,7
492,2.13,0.807838,1,7
493,2.14,0.826128,1,7
494,2.15,0.813248,1,7
495,2.16,0.82105,1,7
496,2.17,0.81867,1,7
497,2.18,0.828952,1,7
498,2.19,0.822172,1,7
499,2.2,0.824418,1,7
500,2.21,0.826548,1,7
501,2.22,0.831118,1,7
502,2.23,0.827292,1,7
503,2.24,0.832914,1,7
504,2.25,0.830178,1,7
505,2.26,0.841612,1,7
506,2.27,0.838758,1,7
507,2.28,0.839602,1,7
508,2.29,0.843498,1,7
509,2.3,0.84258,1,7
